# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 22:30:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\norbe\AppData\Local\Temp\tmpdmwn_5vi\h0tnhzf8.json
# init = 2 (Default)
# random
#   seed = 72673
# output
#   file = C:\Users\norbe\Desktop\public_lectures-master\Data Analytics 2022\Lab 1 - Python review\out\bern_1-20220308233055_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.0528
# Diagonal elements of inverse mass matrix:
# 0.3112
-7.89131,0.893349,1.0528,1,3,0,8.63658,0.242089
-7.94317,0.990311,1.0528,1,1,0,7.98052,0.233873
-8.6867,0.8973,1.0528,2,3,0,9.0884,0.162519
-8.33975,1,1.0528,1,1,0,8.67633,0.189016
-8.05372,1,1.0528,1,1,0,8.31041,0.218807
-8.23538,0.989768,1.0528,2,3,0,8.27115,0.198761
-8.27268,0.993914,1.0528,1,1,0,8.37308,0.195156
-7.77969,0.940967,1.0528,1,3,0,8.92774,0.407932
-7.6389,0.996559,1.0528,1,3,0,7.79991,0.328163
-7.63985,0.998322,1.0528,2,3,0,7.65059,0.34125
-7.66036,0.975221,1.0528,2,3,0,7.79751,0.305101
-8.83049,0.865436,1.0528,2,3,0,8.98659,0.554804
-9.96202,0.918001,1.0528,2,3,0,10.0748,0.640229
-8.37534,1,1.0528,2,3,0,9.56962,0.507047
-8.70988,0.917303,1.0528,1,1,0,8.83109,0.543269
-7.63859,0.990192,1.0528,1,3,0,8.75163,0.329401
-8.23179,0.742729,1.0528,2,3,0,9.40775,0.199115
-8.23179,0.767868,1.0528,1,3,0,10.5357,0.199115
-8.2143,1,1.0528,2,3,0,8.33212,0.200864
-8.45904,0.961595,1.0528,1,1,0,8.5046,0.179023
-8.89503,0.939325,1.0528,1,1,0,8.93481,0.14963
-8.98578,0.992291,1.0528,2,7,0,8.98698,0.568748
-10.8627,0.63349,1.0528,1,1,0,10.9289,0.690451
-8.89447,1,1.0528,1,1,0,10.4289,0.560665
-7.71483,1,1.0528,2,3,0,8.70528,0.281621
-7.83379,0.972559,1.0528,2,3,0,7.97867,0.252452
-9.32354,0.786295,1.0528,1,3,0,9.56693,0.127778
-8.53634,1,1.0528,2,3,0,9.22343,0.173083
-7.66723,0.956186,1.0528,1,3,0,8.97092,0.366643
-8.76734,0.68884,1.0528,1,3,0,9.62104,0.157314
-7.73432,0.980526,1.0528,1,3,0,8.7368,0.275656
-7.78381,0.989955,1.0528,1,1,0,7.79336,0.262985
-7.69796,1,1.0528,1,1,0,7.76671,0.287492
-9.6614,0.801092,1.0528,2,3,0,9.87587,0.620587
-11.1411,0.708852,1.0528,1,1,0,11.365,0.703909
-9.43446,1,1.0528,1,1,0,10.8925,0.604515
-9.38934,1,1.0528,2,7,0,9.40676,0.124855
-8.7878,1,1.0528,1,1,0,9.35614,0.156039
-7.64522,0.979674,1.0528,1,3,0,8.9673,0.317314
-7.67688,0.988842,1.0528,1,3,0,7.715,0.371857
-10.1578,0.580169,1.0528,1,3,0,10.5101,0.652152
-8.00819,1,1.0528,2,3,0,9.75045,0.224674
-7.67715,0.995379,1.0528,1,3,0,7.97042,0.296117
-8.09152,0.926478,1.0528,1,3,0,8.14235,0.214233
-8.43701,0.9443,1.0528,1,1,0,8.45277,0.180789
-7.71073,0.949948,1.0528,1,3,0,8.98788,0.386366
-7.74162,0.974931,1.0528,2,3,0,7.92181,0.396888
-8.95133,0.832392,1.0528,2,7,0,8.95187,0.146437
-8.63687,1,1.0528,1,1,0,8.99106,0.165888
-9.69949,0.871792,1.0528,1,1,0,9.69953,0.112293
-8.71318,1,1.0528,2,3,0,9.57753,0.160777
-7.64131,0.978237,1.0528,1,3,0,8.9027,0.322605
-7.64356,0.997352,1.0528,2,3,0,7.66168,0.347555
-7.89569,0.965882,1.0528,2,3,0,7.90495,0.24136
-7.86472,0.935557,1.0528,1,3,0,8.49587,0.428272
-7.63882,0.997879,1.0528,1,3,0,7.86201,0.33824
-8.75911,0.772656,1.0528,1,3,0,9.01431,0.548058
-8.11717,0.873056,1.0528,2,3,0,10.0725,0.472716
-7.6741,1,1.0528,1,3,0,8.03347,0.370426
-7.74988,0.981687,1.0528,1,1,0,7.75017,0.399431
-7.78542,0.951174,1.0528,1,3,0,8.11694,0.262616
-7.68847,0.983031,1.0528,1,3,0,7.96972,0.377338
-7.70664,0.97762,1.0528,1,3,0,7.8557,0.284376
-8.18674,0.92257,1.0528,1,3,0,8.22973,0.203692
-8.39433,0.966843,1.0528,1,1,0,8.4436,0.184309
-8.48678,0.995312,1.0528,2,3,0,8.59515,0.176848
-9.38823,0.88359,1.0528,1,1,0,9.38896,0.124903
-9.01617,0.96194,1.0528,2,3,0,10.4284,0.142893
-7.92053,0.977925,1.0528,1,3,0,8.90199,0.237349
-7.91578,1,1.0528,1,1,0,7.97448,0.2381
-7.76499,0.959629,1.0528,1,3,0,8.33624,0.40386
-7.9401,0.956859,1.0528,1,1,0,7.94639,0.443344
-8.38465,0.963963,1.0528,2,3,0,8.39961,0.50816
-9.40452,0.77033,1.0528,1,1,0,9.44852,0.602304
-7.95044,1,1.0528,2,3,0,9.10836,0.232789
-8.03665,0.994818,1.0528,2,3,0,8.07616,0.220959
-7.65744,0.9988,1.0528,2,3,0,8.04236,0.306998
-9.01598,0.719771,1.0528,1,3,0,9.5088,0.142904
-9.00239,1,1.0528,1,1,0,9.23264,0.143635
-9.21141,0.974509,1.0528,1,1,0,9.36482,0.132997
-7.7904,0.970774,1.0528,1,3,0,9.19727,0.261491
-7.96158,0.967359,1.0528,1,1,0,7.9649,0.231158
-11.5812,0.637267,1.0528,2,3,0,11.7492,0.0629619
-11.7301,0.955562,1.0528,2,7,0,11.8805,0.729861
-9.64264,1,1.0528,2,7,0,11.8081,0.114458
-9.88439,0.975761,1.0528,1,1,0,10.0949,0.105628
-7.70039,1,1.0528,2,3,0,9.59325,0.286593
-8.023,0.90223,1.0528,1,3,0,8.36459,0.457924
-7.69443,1,1.0528,2,3,0,7.95076,0.288825
-8.04935,0.94294,1.0528,1,3,0,8.07478,0.219353
-7.85925,1,1.0528,1,1,0,8.02257,0.247674
-7.95557,0.96582,1.0528,2,3,0,8.26719,0.232033
-7.80006,0.933289,1.0528,2,7,0,8.47216,0.413249
-8.19716,0.903914,1.0528,1,1,0,8.19806,0.484178
-7.90779,1,1.0528,1,1,0,8.14475,0.437138
-7.66445,1,1.0528,1,3,0,7.85917,0.364983
-7.6393,0.99986,1.0528,1,3,0,7.66148,0.339825
-7.63874,0.99943,1.0528,2,3,0,7.64358,0.328739
-8.15729,0.882807,1.0528,1,3,0,8.31282,0.478576
-8.13824,1,1.0528,1,1,0,8.27391,0.475822
-7.6826,1,1.0528,2,3,0,8.04925,0.29366
-7.68893,0.999548,1.0528,2,3,0,7.69703,0.290997
-7.80779,0.953573,1.0528,1,3,0,8.01553,0.415181
-7.79606,0.712214,1.0528,2,3,0,9.89948,0.260236
-7.66972,0.998858,1.0528,1,3,0,7.77215,0.299776
-8.17734,0.904894,1.0528,1,3,0,8.26271,0.204678
-8.37854,0.967708,1.0528,1,1,0,8.42783,0.185646
-7.69547,0.955905,1.0528,1,3,0,8.85195,0.380355
-7.76895,0.953038,1.0528,2,7,0,7.98504,0.2665
-7.63824,0.93401,1.0528,2,3,0,8.28482,0.334904
-7.69353,0.987141,1.0528,1,3,0,7.70773,0.379538
-7.68352,0.936583,1.0528,2,3,0,8.13401,0.293261
-7.73474,0.99641,1.0528,2,3,0,7.73627,0.275535
-7.88897,0.969496,1.0528,1,1,0,7.88933,0.242483
-8.1622,0.983797,1.0528,2,3,0,8.16652,0.206289
-8.26284,0.87776,1.0528,2,3,0,9.99876,0.492987
-8.25567,1,1.0528,1,1,0,8.41566,0.492049
-8.88242,0.850739,1.0528,1,1,0,8.93867,0.559574
-9.34192,0.890493,1.0528,1,1,0,9.56338,0.597609
-7.75643,1,1.0528,2,3,0,9.08313,0.269635
-7.68316,1,1.0528,1,1,0,7.74128,0.293418
-7.69918,0.996588,1.0528,1,1,0,7.70528,0.287037
-8.5919,0.887705,1.0528,2,3,0,8.75769,0.169038
-7.7575,0.984627,1.0528,1,3,0,8.52362,0.269361
-7.69582,1,1.0528,1,1,0,7.74673,0.288294
-7.93675,0.958362,1.0528,2,3,0,8.07233,0.234843
-8.21548,0.95152,1.0528,1,1,0,8.2234,0.200745
-7.68213,0.991628,1.0528,1,3,0,8.18099,0.293863
-7.89117,0.933048,1.0528,1,3,0,8.12592,0.433805
-7.76202,1,1.0528,1,1,0,7.86832,0.403012
-7.91333,0.902366,1.0528,1,3,0,8.38721,0.23849
-7.63857,0.996736,1.0528,1,3,0,7.94317,0.329471
-8.34672,0.845008,1.0528,1,3,0,8.54792,0.503581
-8.23514,1,1.0528,2,3,0,8.4443,0.489332
-7.94528,1,1.0528,1,1,0,8.18978,0.444309
-8.59656,0.672356,1.0528,2,7,0,10.1357,0.168706
-8.06597,0.976219,1.0528,2,3,0,9.00404,0.217298
-7.6541,0.999877,1.0528,2,3,0,8.06047,0.309354
-7.76598,0.965056,1.0528,1,3,0,7.87037,0.404142
-7.67318,0.980323,1.0528,1,3,0,7.89982,0.298022
-8.03444,0.965101,1.0528,2,3,0,8.04526,0.459809
-8.03444,0.141967,1.0528,1,3,0,15.4189,0.459809
-7.89162,1,1.0528,1,1,0,8.03362,0.433896
-8.03746,0.865627,1.0528,1,3,0,8.87899,0.220855
-7.82836,0.981603,1.0528,2,3,0,8.28299,0.253517
-7.67483,0.998475,1.0528,1,3,0,7.80021,0.297214
-7.64972,0.994983,1.0528,1,3,0,7.71786,0.354216
-7.66711,0.99071,1.0528,1,3,0,7.71132,0.301165
