# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 22:27:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\norbe\AppData\Local\Temp\tmpdmwn_5vi\mnma5azk.json
# init = 2 (Default)
# random
#   seed = 44217
# output
#   file = C:\Users\norbe\Desktop\public_lectures-master\Data Analytics 2022\Lab 1 - Python review\out\bern_1-20220308232738_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.18412
# Diagonal elements of inverse mass matrix:
# 0.389104
-8.01445,0.896547,1.18412,1,3,0,8.10348,0.223843
-7.69564,1,1.18412,1,1,0,7.91324,0.288362
-7.68484,0.972005,1.18412,2,3,0,7.86103,0.292698
-8.28684,0.645803,1.18412,2,3,0,9.27314,0.496089
-7.66611,1,1.18412,1,3,0,8.14119,0.301718
-7.9287,0.900917,1.18412,2,3,0,8.13227,0.441193
-8.17544,0.973237,1.18412,2,3,0,8.18189,0.204878
-8.12065,1,1.18412,1,1,0,8.29588,0.21087
-7.65134,0.99843,1.18412,1,3,0,7.97912,0.311501
-7.70654,0.98117,1.18412,1,1,0,7.7074,0.284408
-7.71297,0.997865,1.18412,1,1,0,7.73544,0.282232
-7.71297,0.421375,1.18412,1,3,0,10.3044,0.282232
-7.74288,0.990225,1.18412,1,1,0,7.76402,0.273244
-8.1053,0.911064,1.18412,1,3,0,8.26041,0.470936
-8.66716,0.794887,1.18412,1,1,0,8.81418,0.539014
-7.7551,0.992806,1.18412,1,3,0,8.57129,0.269979
-9.61262,0.596675,1.18412,1,3,0,9.88304,0.61723
-8.03947,1,1.18412,1,1,0,9.05433,0.460631
-7.85116,1,1.18412,2,3,0,7.99121,0.249156
-7.7952,1,1.18412,2,3,0,7.8766,0.260424
-7.66858,1,1.18412,1,1,0,7.75447,0.300374
-7.75367,0.971838,1.18412,1,1,0,7.75684,0.270352
-7.71798,1,1.18412,2,3,0,7.76396,0.280606
-7.64268,0.977617,1.18412,2,3,0,7.82136,0.320491
-7.97039,0.87047,1.18412,2,3,0,8.22396,0.229891
-8.74326,0.934214,1.18412,2,3,0,8.75501,0.158838
-8.0967,1,1.18412,1,1,0,8.61987,0.213626
-7.70997,1,1.18412,1,1,0,7.97596,0.283236
-7.95739,0.924523,1.18412,1,1,0,7.96097,0.231767
-7.75978,1,1.18412,1,1,0,7.91297,0.26878
-8.05138,0.914765,1.18412,1,1,0,8.06127,0.219099
-7.76879,1,1.18412,2,3,0,7.98413,0.404935
-7.76879,0.910839,1.18412,1,1,0,7.94346,0.404935
-7.74609,1,1.18412,1,1,0,7.79901,0.398276
-7.64743,1,1.18412,1,1,0,7.70876,0.352022
-8.00576,0.900608,1.18412,1,3,0,8.00667,0.45503
-8.37781,0.859135,1.18412,1,1,0,8.4965,0.507343
-7.94042,1,1.18412,1,1,0,8.28936,0.443405
-8.07624,0.982129,1.18412,2,3,0,8.18392,0.466482
-9.5382,0.552905,1.18412,1,1,0,9.63334,0.612007
-8.09844,1,1.18412,1,1,0,9.0582,0.469897
-9.03534,0.855006,1.18412,2,3,0,9.08587,0.141872
-8.09709,1,1.18412,1,1,0,8.82034,0.21358
-8.09709,0.432484,1.18412,1,3,0,11.1157,0.21358
-7.73908,0.939561,1.18412,2,3,0,8.58604,0.274299
-7.84825,0.965934,1.18412,1,1,0,7.86792,0.249697
-8.66826,0.581162,1.18412,2,3,0,10.3459,0.163752
-7.80918,1,1.18412,2,3,0,8.47125,0.415525
-7.79681,1,1.18412,1,1,0,7.86446,0.412424
-8.24218,0.835536,1.18412,1,1,0,8.27836,0.490269
-7.6607,0.72971,1.18412,2,3,0,9.19532,0.304892
-7.64629,1,1.18412,1,1,0,7.65715,0.316146
-7.79414,0.941923,1.18412,2,3,0,7.89879,0.41174
-7.63842,0.842691,1.18412,2,3,0,8.28397,0.336374
-7.63842,0.70118,1.18412,1,3,0,8.65724,0.336374
-7.69048,0.938084,1.18412,2,3,0,7.84716,0.378226
-7.76949,0.988185,1.18412,2,3,0,7.78315,0.405131
-7.63826,0.874062,1.18412,2,3,0,8.15564,0.335135
-7.82643,0.930543,1.18412,2,3,0,7.93051,0.2539
-8.54596,0.815628,1.18412,1,1,0,8.54714,0.17237
-9.19517,0.93491,1.18412,2,3,0,9.21254,0.586185
-8.28351,0.915553,1.18412,1,3,0,9.87047,0.194135
-7.77705,1,1.18412,2,3,0,8.1752,0.407217
-7.66388,0.630231,1.18412,2,3,0,9.40054,0.302981
-7.64379,1,1.18412,2,3,0,7.6637,0.347862
-7.64379,0.550767,1.18412,1,3,0,9.42453,0.347862
-7.65494,0.995844,1.18412,1,1,0,7.65611,0.358549
-7.73656,0.969263,1.18412,1,1,0,7.73853,0.39528
-7.64275,0.966501,1.18412,2,3,0,7.85177,0.320391
-7.65117,0.62281,1.18412,2,3,0,9.72957,0.355502
-7.88463,0.931543,1.18412,1,3,0,7.93972,0.243218
-7.73405,0.951001,1.18412,2,3,0,8.2845,0.275733
-7.73405,0.463084,1.18412,1,3,0,9.75803,0.275733
-7.73168,1,1.18412,1,1,0,7.76467,0.276424
-8.20695,0.864758,1.18412,1,1,0,8.20722,0.20161
-7.74774,1,1.18412,2,3,0,8.06936,0.271921
-7.71721,0.957536,1.18412,2,3,0,8.02639,0.280852
-7.8748,0.950924,1.18412,1,1,0,7.88466,0.244911
-8.86129,0.77514,1.18412,1,3,0,9.21731,0.557647
-8.01571,1,1.18412,1,1,0,8.61564,0.456708
