# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 22:26:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\norbe\AppData\Local\Temp\tmpdmwn_5vi\d_i5mbmc.json
# init = 2 (Default)
# random
#   seed = 153
# output
#   file = C:\Users\norbe\Desktop\public_lectures-master\Data Analytics 2022\Lab 1 - Python review\out\bern_1-20220308232659_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.910496
# Diagonal elements of inverse mass matrix:
# 0.411344
-7.66057,0.987687,0.910496,1,3,0,7.80037,0.304968
-8.26363,0.853864,0.910496,1,3,0,8.58648,0.49309
-7.67449,0.960783,0.910496,1,3,0,8.51827,0.297381
-7.65536,1,0.910496,1,1,0,7.67101,0.308437
-8.28915,0.871491,0.910496,1,3,0,8.45214,0.193609
-8.03452,1,0.910496,1,1,0,8.26629,0.22123
-8.30473,0.955316,0.910496,1,1,0,8.32291,0.19217
-8.10412,0.970756,0.910496,2,3,0,8.80229,0.212762
-8.84376,0.783114,0.910496,1,3,0,10.547,0.556034
-8.23549,1,0.910496,1,1,0,8.74045,0.489378
-9.38456,0.746941,0.910496,1,1,0,9.39805,0.600818
-7.6495,1,0.910496,2,3,0,9.27852,0.313068
-7.63892,0.988982,0.910496,2,3,0,7.72675,0.338621
-7.63819,0.996042,0.910496,2,3,0,7.66521,0.332457
-7.67509,0.991192,0.910496,1,3,0,7.68696,0.297089
-7.68009,0.998936,0.910496,1,1,0,7.68682,0.294771
-7.87789,0.936192,0.910496,1,3,0,8.10649,0.431063
-8.35735,0.885517,0.910496,1,1,0,8.36162,0.504877
-8.35735,0.809779,0.910496,1,1,0,9.03051,0.504877
-9.00261,0.848648,0.910496,1,1,0,9.07453,0.570205
-8.18655,1,0.910496,2,3,0,8.82044,0.482708
-8.31505,0.967685,0.910496,1,1,0,8.4239,0.49966
-8.32208,0.998202,0.910496,1,1,0,8.49018,0.500538
-7.66004,1,0.910496,2,3,0,8.23061,0.305305
-7.63972,0.999821,0.910496,1,3,0,7.65756,0.325781
-7.64134,0.845035,0.910496,2,3,0,8.80106,0.344221
-7.6382,0.999966,0.910496,1,3,0,7.64129,0.334447
-7.63846,0.995941,0.910496,2,3,0,7.66512,0.336625
-7.63819,0.87902,0.910496,2,3,0,8.51018,0.334174
-7.66846,0.992911,0.910496,1,3,0,7.67697,0.367349
-7.67582,0.987706,0.910496,1,3,0,7.76339,0.296743
-7.93454,0.958927,0.910496,2,3,0,8.0395,0.235179
-7.79038,1,0.910496,1,1,0,7.91205,0.261495
-8.01486,0.954849,0.910496,2,3,0,8.25812,0.223788
-8.31335,0.950504,0.910496,1,1,0,8.32606,0.191383
-9.311,0.881785,0.910496,2,3,0,9.93033,0.128346
-8.6517,1,0.910496,1,1,0,9.24839,0.164872
-7.6462,0.958814,0.910496,1,3,0,9.02854,0.350721
-7.6462,0.875494,0.910496,1,3,0,8.20895,0.350721
-7.92201,0.943519,0.910496,1,3,0,7.95782,0.439911
-7.66326,1,0.910496,1,3,0,7.87353,0.364253
-7.80962,0.965963,0.910496,2,3,0,7.93233,0.415633
-7.63848,0.996774,0.910496,1,3,0,7.82924,0.329976
-7.72316,0.98041,0.910496,1,3,0,7.74795,0.278982
-7.6442,0.965931,0.910496,2,3,0,7.98966,0.34838
-8.115,0.90219,0.910496,1,3,0,8.19331,0.472393
-7.77349,1,0.910496,1,1,0,8.02987,0.406242
-8.81872,0.638745,0.910496,1,3,0,10.1597,0.154144
-9.34635,0.936245,0.910496,1,1,0,9.40219,0.126753
-9.50104,0.986961,0.910496,2,7,0,9.50317,0.609353
-11.1865,0.67663,0.910496,1,1,0,11.3471,0.706023
-11.1333,0.999707,0.910496,2,7,0,11.2218,0.0717628
-10.1551,1,0.910496,1,1,0,11.1184,0.0967945
-10.36,0.982332,0.910496,1,1,0,10.6249,0.0907417
-10.1313,1,0.910496,1,1,0,10.5946,0.0975299
-10.1313,1,0.910496,1,1,0,10.4726,0.0975323
-7.72608,0.941292,0.910496,1,3,0,10.5347,0.278091
-7.73258,0.977329,0.910496,1,3,0,7.96633,0.393988
-7.72208,0.962112,0.910496,2,7,0,7.96467,0.279317
-7.85113,0.942839,0.910496,1,3,0,8.15957,0.425308
-8.0541,0.983375,0.910496,2,3,0,8.07268,0.462988
-7.75145,0.934603,0.910496,1,3,0,8.49873,0.270933
-7.63973,0.949355,0.910496,2,3,0,8.14864,0.340957
-7.87939,0.936726,0.910496,1,3,0,8.00157,0.244116
-8.16674,0.949333,0.910496,1,1,0,8.16918,0.205802
-7.90718,1,0.910496,1,1,0,8.12667,0.239477
-7.67829,0.997135,0.910496,1,3,0,7.87297,0.295588
-7.6735,0.989211,0.910496,1,3,0,7.77368,0.370108
-7.9541,0.902265,0.910496,1,3,0,8.26043,0.232249
-7.99032,0.96943,0.910496,2,3,0,8.38648,0.227098
-7.78504,1,0.910496,1,1,0,7.95188,0.262702
-7.72732,1,0.910496,1,1,0,7.78022,0.277716
